id,objet,montant,codecpv,procedure,offres_recues,acheteur_id,acheteur_nom,titulaire_siret,titulaire_nom,titulaire_activite,titulaire_effectifs,titulaire_commune,date,score_sous_enchere,raisons_score,economie_estimee_basse,economie_estimee_haute
2023_1400,DENEIGEMENT DE LA STATION 1600-1800,150000.0,90620000-9,Procédure adaptée,,21050110200011,,44808424400020,,,,,2023-11-29,55,Montant accessible (+5),15000,37500
202398634900,Marché de travaux relatif à la conception et réalisation d'ouvrages destinés à évacuer les gaz de combustion de la chaufferie du réseau de chaleur exp,150000.0,45262610-0,Procédure avec négociation,,45650053705892,,34326112900047,,,,,2023-11-29,55,Montant accessible (+5),15000,37500
2023040616MV00,ETUDES ET PROPOSITIONS EN MATIERE DE PREVENTION ET ABSENTEISME,150000.0,79414000-9,Appel d'offres ouvert,,24440064400013,,90352616800013,,,,,2023-11-29,55,Montant accessible (+5),15000,37500
2023090412MV00,PIECES CONTROLE D ACCES ET PRESTATIONS,150000.0,42961100-1,Appel d'offres restreint,,24440064400013,,42281547200010,,,,,2023-11-28,55,Montant accessible (+5),15000,37500
20232023S0001200,Les travaux consistent à entretenir le cimetière communal sans produits phytosanitaires et à réaliser des prestations ponctuelles selon les besoins,150000.0,98371111-5,Procédure adaptée,,21290212600011,,52367624500120,,,,,2023-11-28,55,Montant accessible (+5),15000,37500
2023O4588A00,Mise à disposition d?une solution en ligne de courtage d?enchères,150000.0,66132000-4,Procédure adaptée,,21690123100011,,49102307300027,,,,,2023-11-28,55,Montant accessible (+5),15000,37500
202323T001600,LOT 6 ELECTRICITE COURANT FORT,150000.0,45311000-0,Procédure adaptée,,21130063700017,,41053058800038,,,,,2023-11-27,55,Montant accessible (+5),15000,37500
2023T001800,LOT 8 PEINTURE SOLS SOUPLES FAUX PLAFONDS,150000.0,45442110-1,Procédure adaptée,,21130063700017,,39487075200034,,,,,2023-11-27,55,Montant accessible (+5),15000,37500
2023RTS29PE01,TRAVAUX DE RACCORDEMENT DU POSTE DE REFOULEMENT DE PROVONGES A SALES SUR RUMILLY ET REPRISE DES BRANCHEMENTS EAU POTABLE,149995.3,45232410-9,Procédure adaptée,,24740074000038,,32729853500094,,,,,2023-12-21,55,Montant accessible (+5),15000,37499
202360256900,LYCÉE VUE BELLE - LOT 1 REAMENAGEMENT LOCAUX CPE,149944.3,45454000-4,Appel d'offres ouvert,,23974001200012,,83229962200015,,,,,2023-12-14,55,Montant accessible (+5),14994,37486
202323CP30400,CLOISONS - PLATERIE - PLAFONDS,149864.73,45000000-7,Procédure adaptée,,21590378200013,,37849580800024,,,,,2023-12-06,55,Montant accessible (+5),14986,37466
249967914,Construction de la maison de jeunesse du Pont et d'un restaurant collectif à Marcq-en-Baroeul: Lot 4: Cloisons - Plâtrerie - Plafonds,149864.0,45410000-4,Procédure adaptée,4.0,21590378200013,,37849580800040,,,,,2023-12-06,55,Montant accessible (+5),14986,37466
20232024T0000100,Travaux de restauration du clocher de l'église Es liens - Charpente menuiseries,149854.17,45420000-7,Procédure adaptée,,20008715300017,,38824589600021,,,,,2023-12-19,55,Montant accessible (+5),14985,37464
2023-06100,Fourniture et livraison de repas écoles et ALSH,149786.1,15895000-8,Procédure adaptée,,21300169600011,,41015167400026,,,,,2023-12-21,55,Montant accessible (+5),14979,37447
2023000000004500,ETUDES PRE-OPERATIONNELLES DE LA RHI DU FRONT DE MER DU VILLAGE DE M'TSAMOUDOU,149775.0,71335000-5,Procédure adaptée,,20006047300010,,43300361300026,,,,,2023-12-26,55,Montant accessible (+5),14978,37444
2023100000,ACQUISITION D'UNE CHARGEUSE,149500.0,43250000-0,Procédure adaptée,,21740085200018,,30919214400108,,,,,2023-12-06,55,Montant accessible (+5),14950,37375
2023GJ01L600,PROTECTION JURIDIQUE ET FONCTIONNELLE L6 VA,149298.75,98300000-6,Appel d'offres ouvert,,21470001500016,,48028650900017,,,,,2023-12-26,55,Montant accessible (+5),14930,37325
2023S21V2TV1L100,AMENAGEMENT DE LA RUE ARTHUR RIMBAUD,149278.0,45234116-2,Appel d'offres ouvert,,21470001500016,,41453714200203,,,,,2023-12-18,55,Montant accessible (+5),14928,37320
20232023S0000500,Maîtrise d'œuvre pour la construction du nouveau restaurant scolaire Jacques Prévert à Liffré,149150.0,71210000-3,Procédure adaptée,,21350152100016,,52473952100036,,,,,2023-12-28,55,Montant accessible (+5),14915,37288
20232601,"Marché de prestations de services en assurances pour les besoins de la communauté de communes terres d'argentan interco, de la ville d'argentan et du ",149064.0,66515000-3,Appel d'offres ouvert,,21610006500012,,48754154200014,,,,,2023-12-19,55,Montant accessible (+5),14906,37266
202330177000,CONCEPTION REALISATION ET INSTALLATION D UNE OEUVRE AU TITRE DU 1 POUR CENT ARTISTIQUE DANS LE CADRE DE LA CONSTRUCTION DU NOUVEAU COLLEGE DE BETHONCO,148944.42,92311000-4,Procédure adaptée,,22250001900013,,43983094400039,,,,,2023-12-22,55,Montant accessible (+5),14894,37236
2023942-300,RESTRUCTURATION DES BATIMENTS DE L ECOLE ELEMENTAIRE JEAN JAURES LOT 3 SERRURERIE - METALLERIE,148723.96,45421140-7,Procédure adaptée,,21930050600017,,82138691900038,,,,,2023-12-15,55,Montant accessible (+5),14872,37181
2024mairie00,Rénovation de la mairie,148693.46,45216000-4,Procédure adaptée,,21510035500019,,51728008700027,,,,,2023-11-27,55,Montant accessible (+5),14869,37173
20232023103600,PTTE MAÎTRISE D?OEUVRE POUR LES TRAVAUX D'AMÉLIORATION FONCTIONNELLE ET D'ACCESSIBILITÉ - TRAVAUX DE RÉHABILITATION DU COLLÈGE DU FENOUILLET À LA CRAU,148672.0,71240000-2,Procédure adaptée,,22830001800113,,34388192600053,,,,,2023-11-27,55,Montant accessible (+5),14867,37168
20242317200,RENOUVELLEMENT AUTOMATES ET SUPERVISION - WISSOUS,148638.44,50116100-2,Appel d'offres ouvert,,20005623200149,,57202552610945,,,,,2023-12-18,55,Montant accessible (+5),14864,37160
202357600180100,TRAVAUX D ENTRETIEN DE LA VOIRIE 2024-2026 ASSAINISSEMENT DE LA VOIRIE,148563.6,45233140-2,Procédure adaptée,,20007150400019,,33827212300013,,,,,2023-12-26,55,Montant accessible (+5),14856,37141
2023107020,Marché de maîtrise d'oeuvre et d'OPC relatif aux travaux de réhabilitation des logements de la résidence Pruno Cervone à PROPRIANO.,148500.0,71240000-2,Procédure adaptée,4.0,27200001900047,,50193585200043,,,,,2023-12-14,55,Montant accessible (+5),14850,37125
20232023T1800,MOE REAMENAGEMENT DES COURS D'ECOLES DU GROUPE SCOLAIRE DE HAUTE ROCHE,148352.2,71420000-8,Procédure adaptée,,20010274700017,,50868986600079,,,,,2023-12-27,55,Montant accessible (+5),14835,37088
2024LOT500,LOT5 SERRURERIE,148280.0,45210000-2,Procédure adaptée,,20007078700011,,9728023400192,,,,,2023-12-18,55,Montant accessible (+5),14828,37070
202303-0100,LOT 1 RAVALLEMENT / TAILLE DE PIERRES,148246.74,45262512-3,Procédure adaptée,,21530036900018,,81876628900024,,,,,2023-12-08,55,Montant accessible (+5),14825,37062
202322023MS200,MS Etudes prospectives AEP/EU QUERIGUT,148126.1,71300000-1,Appel d'offres ouvert,,25090187300019,,42916918800027,,,,,2023-12-05,55,Montant accessible (+5),14813,37032
202320160250100,CH/ SECURISATION ACCESSIBILITE PN7-RD961B,147890.34,45112500-0,Appel d'offres ouvert,,20005359300014,,39930737000433,,,,,2023-12-15,55,Montant accessible (+5),14789,36973
2023ASSU00040000,Lot 4 - Assurances statutaires,147771.83,66000000-0,Appel d'offres ouvert,,21310033200013,,39441238100045,,,,,2023-12-11,55,Montant accessible (+5),14777,36943
2023C179M100,"Aménagement d'un giratoire entre la RD704 et la RD15 au lieu-dit ""La plaine"": Lot 2: Clôtures",147675.0,45233128-2,Procédure adaptée,,22870851700989,,40152897100013,,,,,2023-12-05,55,Montant accessible (+5),14768,36919
202303L0400,Amenagement Bourg-Centre,147465.9,45112700-2,Procédure adaptée,,21820096200015,,53278999700022,,,,,2023-12-15,55,Montant accessible (+5),14747,36866
2023S0349MAOOC00,ACBC NETTOYAGE LOCAUX LOT 4 HAGUENAU HOCHFELDEN SELTZ DURRENBACH,147234.76,90910000-9,Appel d'offres ouvert,,25670115200025,,70202111400112,,,,,2023-12-22,55,Montant accessible (+5),14723,36809
2024B00,MARCHE TRAVAUX MMP GRPE SCOLAIRE,147190.89,03113100-7,Procédure adaptée,,21140242500014,,45201224800020,,,,,2023-12-26,55,Montant accessible (+5),14719,36798
249882893,Création d'ateliers relais destinés à recevoir des artisans au sein de la zone d'activités Actival d'Orne sur la commune de Sarceaux: Lot 3 : Charpent,147114.0,45213252-4,Procédure adaptée,3.0,20006845000010,,73735003300012,,,,,2023-12-22,55,Montant accessible (+5),14711,36778
202323MT053SPL00,TRAVAUX D'AMENAGEMENT PAYSAGERS de la ZAC COEUR DE VILLAGE à LANGLADE (30980),146951.0,45112700-2,Procédure adaptée,,75210046100033,,39148475500015,,,,,2023-12-15,55,Montant accessible (+5),14695,36738
2023M23580R00,M23580R - MAINTIEN EN CONDITION OPERATIONNELLE DES INFRASTRUCTURES INFORMATIQUES DU LAB'O ET DE L'AGREEN TECH VALLEY,146930.24,72514300-4,Procédure adaptée,,24450046800040,,75750102800026,,,,,2023-12-13,55,Montant accessible (+5),14693,36733
2023-10-LOT200,Création d'une zone d'activités à l'Aucize Bessey - Voirie,146874.0,43320000-2,Procédure adaptée,,24420089500039,,32648072000019,,,,,2023-12-04,55,Montant accessible (+5),14687,36718
20242024 CTM00,CONSTRUCTION CTM VRD,146832.35,45112500-0,Procédure adaptée,,21440023600011,,78818429900014,,,,,2023-12-08,55,Montant accessible (+5),14683,36708
2023T0268GPATN00,REMPLACEMENT BUSES ROSSMOERDER,146739.5,45220000-5,Procédure adaptée,,25670115200025,,73850030500037,,,,,2023-11-27,55,Montant accessible (+5),14674,36685
2024ECMLOT800,EXTENSION ET REHABILITATION ECOLE MATERNELLE LOT 8 CLOISONS DOUBLAGES PLAFONDS,146646.28,45421152-4,Procédure adaptée,,21580062400011,,38007451800057,,,,,2023-12-26,55,Montant accessible (+5),14665,36662
202398751800,Construction du Conservatoire de musique - Lot 4 Charpente (RELANCE SUITE A INFRUCTUEUX,146525.0,45261000-4,Appel d'offres ouvert,,21330529500254,,79507272700022,,,,,2023-12-28,55,Montant accessible (+5),14652,36631
202398049600,"REAMENAGEMENT DES BATIMENTS SPORTIFS DE LA COMMUNAUTE DE COMMUNES DU PAYS VIGANAIS - HALLE AUX SPORTS ""PIERRE DURAND"": Lot 3: TRAVAUX DE COUVERTURE ME",146478.0,45261213-0,Procédure adaptée,,24300027000047,,88848821000012,,,,,2023-11-30,55,Montant accessible (+5),14648,36620
2023M23-6200,CONSTRUCTION D'UN POSTE DE SECOURS SUR LA PLAGE DU JAÏ,146413.0,45000000-7,Procédure adaptée,,21130026400010,,38117811000031,,,,,2023-11-28,55,Montant accessible (+5),14641,36603
2024SD AEP00,Elaboration du nouveau schéma directeur d'alimentation en Eau Potable,146385.0,41110000-3,Procédure adaptée,,24971004700021,,49333442900591,,,,,2023-12-08,55,Montant accessible (+5),14638,36596
202446-Lot1300,Lot 13 : VRD,146335.45,45000000-7,Procédure adaptée,,21270580000010,,34961619300018,,,,,2023-12-14,55,Montant accessible (+5),14634,36584
2023-10MP600,Platrerie - Isolation - Faux plafonds,146197.0,45000000-7,Appel d'offres ouvert,,21340090600011,,41297448700057,,,,,2023-12-14,55,Montant accessible (+5),14620,36549
2024300000000100,ASSURANCE STATUTAIRE 2024 2025,146000.0,66510000-8,Procédure adaptée,,21240311700014,,31124863700796,,,,,2023-12-21,55,Montant accessible (+5),14600,36500
202398232400,"Acquisition de matériels de sport à usage professionnelLot n° 2 : Fourniture, livraison et installation de stations d'entrainement et petits matériels",146000.0,37400000-2,Procédure adaptée,,28130002000027,,34995906400057,,,,,2023-12-07,55,Montant accessible (+5),14600,36500
202398207500,"Acquisition de matériels de sport à usage progessionnel - lot n° 2 : Fourniture, livraison et installation de stations d'entrainement et petits matéri",146000.0,37400000-2,Procédure adaptée,,28130002000027,,34995906400057,,,,,2023-12-07,55,Montant accessible (+5),14600,36500
20232309040500,Lot 5 : REVETEMENT DE SOL DUR,145903.01,45223220-4,Procédure adaptée,,20006679300015,,95650685100016,,,,,2023-11-29,55,Montant accessible (+5),14590,36476
2023M21L400,Travaux d'aménagement de la ZA Moulin Madame/ Lot n° 04 : Mobilier et Espace vert,145874.14,45111291-4,Procédure adaptée,,24590075800203,,33960966100568,,,,,2023-12-20,55,Montant accessible (+5),14587,36469
20239071001,"Organisation de rencontres ""Les territoires innovent"" sur les enjeux de la cohésion des territoires en Bretagne",145833.34,75200000-8,Procédure adaptée,,23350001600040,,44081720300050,,,,,2023-12-20,55,Montant accessible (+5),14583,36458
20239071000,"Organisation de rencontres ""Les territoires innovent"" sur les enjeux de la cohésion des territoires en Bretagne",145833.34,75200000-8,Procédure adaptée,,23350001600040,,44081720300050,,,,,2023-12-20,55,Montant accessible (+5),14583,36458
2023001001,EXTENSION DU GROUPE SCOLAIRE LOT 2 CHARPENTE COUVERTURE,145499.5,45000000-7,Procédure adaptée,,21370046100014,,44064459900027,,,,,2023-11-29,55,Montant accessible (+5),14550,36375
20232400,"MISSION D ORDONNANCEMENT, DE PILOTAGE, ET DE COORDINATION EXTENSION REHABILITATION DU MUSEE LE BEFFROI BOUCHER DE PERTHES MANESSIER A ABBEVILLE",145376.0,71240000-2,Procédure adaptée,,21800001600012,,40860591300024,,,,,2023-12-22,55,Montant accessible (+5),14538,36344
20232314000,FOURNITURE-POSE-INSTALLATION DE LUMINAIRES EN VUE DE LA RENOVATION DE L'ECLAIRAG SU SECTEUR DE GLAIN,145265.0,71318100-1,Procédure adaptée,,21640102600366,,89988905900064,,,,,2023-11-30,55,Montant accessible (+5),14526,36316
202398602800,"Mission de maîtrise d'oeuvre pour la réhabilitation d'un ensemble immobilier de 89 logements sociaux "" Champs du Grillon "" à Eragny-sur-Oise (95)",145200.0,71000000-8,Appel d'offres ouvert,,61205059100082,,53241325900021,,,,,2023-12-05,55,Montant accessible (+5),14520,36300
202367300,Hp 1577 et#8211; saint etiienne au mont et#8211; rehabilitation energetique de 9 logements / hp 1444 et#8211; condette - rehabilitation energetique de,145165.0,45442100-8,Procédure adaptée,,61682020500154,,53540649000024,,,,,2023-12-04,55,Montant accessible (+5),14516,36291
2023MIPEF0200,FACADES,145079.25,45443000-4,Procédure adaptée,,20000480200019,,51539143100035,,,,,2023-12-18,55,Montant accessible (+5),14508,36270
2023230104200500,ACC ARCON  ST ANDRE - GYMN DECH POUILLY - GGE VIGNAT - PRE NORMAND - RF BM110 BD 277 BG RHINS VARINARD STAR,145000.0,77310000-6,Appel d'offres ouvert,,20003573100013,,41034492300124,,,,,2023-12-29,55,Montant accessible (+5),14500,36250
2023MCBLOU1200,LOT12 - ELECTRICITE CFO-CFA,145000.0,45311000-0,Procédure adaptée,,20007323700014,,43802515700027,,,,,2023-12-20,55,Montant accessible (+5),14500,36250
202423ST017100,MARCHÉ D'INSERTION SOCIALE BALAYAGE MECANIQUE,144992.0,75231240-8,Procédure adaptée,,21780362600019,,37848782100027,VAL SERVICES,,22,MANTES-LA-JOLIE,2023-12-29,55,Montant accessible (+5),14499,36248
2024M23-12900100,Renouvellement AEP Le Carpont 1 - Lampaul-Ploudalmézeau,144613.5,45000000-7,Procédure adaptée,,24290007400277,,48999857500042,,,,,2023-11-30,55,Montant accessible (+5),14461,36153
20232023_FOR0700,LOT 1 SYSTEME DE BILLETIQUE COMMUNALE CENTRALISE POUR LES USAGERS,144471.43,42961100-1,Procédure adaptée,,21974006500012,,53406106400026,,,,,2023-12-11,55,Montant accessible (+5),14447,36118
20232327A1700,TRAVAUX DE CONSTRUCTION DU CSP D AIX LES BAINS - LOT 17 SERRURERIE,144161.5,45216121-8,Appel d'offres ouvert,,28731200300018,,41123522900035,,,,,2023-12-06,55,Montant accessible (+5),14416,36040
202361022200,Lot 2 accord-cadre signalisation horizontale verti,144000.0,45233294-6,Procédure adaptée,,24600075600162,,42189620000613,,,,,2023-12-31,55,Montant accessible (+5),14400,36000
202323RIA20-400,Lot no4 : Fourniture et prestation de traitement préventif de l'hydrogène sulfuré sur les postes de refoulement,144000.0,24000000-4,Appel d'offres ouvert,,24400080800109,,70980178100218,,,,,2023-12-29,55,Montant accessible (+5),14400,36000
2023SINSE08SO00,ACCOMP BRSA GENS DU VOYAGE SO,144000.0,79611000-0,Appel d'offres ouvert,,22070001700019,,41236537100019,,,,,2023-12-28,55,Montant accessible (+5),14400,36000
20232300260100,Transports collectifs pour la ville de Vertou: Lot 1 : Déplacements réguliers,144000.0,60112000-6,Procédure adaptée,,21440215800015,,30341064100037,,,,,2023-12-21,55,Montant accessible (+5),14400,36000
2023048-RS00,LOT No 14 (FOURNITURE D'ARBUSTE ET COUVRE-SOl) FOURNITURES DE MATERIAUX ET MATERIELS DIVERS POUR TRAVAUX EN REGIE,144000.0,03120000-8,Procédure adaptée,,21971118100012,,49903100300019,,,,,2023-12-08,55,Montant accessible (+5),14400,36000
2023SINSE07C00,ACCOMP DES BRSA TNS CENTRE,144000.0,79611000-0,Appel d'offres ouvert,,22070001700019,,34772748900036,,,,,2023-12-07,55,Montant accessible (+5),14400,36000
2023202320000600,TVX ASSAINISSEMENT RUE MASBOU,143975.5,45232130-2,Procédure adaptée,,21460102300101,,78007623800028,,,,,2023-12-01,55,Montant accessible (+5),14398,35994
2023TX02a0200,2023-TX-02a LOT 02 REHABILITATION D'UN ANCIEN COMMERCE,143825.75,45454000-4,Procédure adaptée,,20006499600404,,50120549600018,,,,,2023-11-27,55,Montant accessible (+5),14383,35956
20232023072BG00,LOT4 COUVERTURE UT NORD BAIS,143708.81,45261210-9,Procédure adaptée,,20003329800015,,44879641700039,,,,,2023-12-22,55,Montant accessible (+5),14371,35927
2023TX06L8L800,VENTILATION CHAUFFAGE PLOMBERIE SANITAIRE,143500.0,45000000-7,Procédure adaptée,,21830070500017,,44132238500069,,,,,2023-12-29,55,Montant accessible (+5),14350,35875
2024661PA010100,RAVALEMENT - PEINTURE EXTÉRIEURE DE L'HÔTEL DE VILLE,143500.0,45442110-1,Procédure adaptée,,21850047800209,,50969470900015,,,,,2023-12-22,55,Montant accessible (+5),14350,35875
202323,Travaux de rénovation du siège social de Domofrance: Lot 3 : étanchéité,143170.0,45261420-4,Procédure adaptée,4.0,45820496300029,,80999956800060,,,,,2023-11-27,55,Montant accessible (+5),14317,35792
202403COREVL0300,Construction Mediatheque - Lot 3 Gros Oeuvre Mediatheque,143000.0,45212331-5,Procédure adaptée,,21350065500013,,47818111800025,,,,,2023-12-22,55,Montant accessible (+5),14300,35750
202322061500,Aménagement de la rue de l'Audounière,143000.0,45233140-2,Procédure adaptée,,20005779200018,,32933888300195,,,,,2023-11-27,55,Montant accessible (+5),14300,35750
2023-07-01-0000,LOT 1 TERASSEMENTS / RESEAUX DIVERS - REQUALIFICATION DE LA TRAVERSEE DE ROSSES - SECTEUR DES CHENEVIERS,142999.0,45233140-2,Procédure adaptée,,21740094400013,,32799322600015,,,,,2023-12-21,55,Montant accessible (+5),14300,35750
2023TX1300,SYSTEME VENTILATION - CUISINE CENTRALE,142979.87,45331210-1,Procédure adaptée,,21640125700011,,41985893100027,,,,,2023-12-13,55,Montant accessible (+5),14298,35745
20232023T0001100,"CONSTRUCTION D’UN POLE ENFANCE, JEUNESSE ET ASSOCIATIONS - Cet établissement appartient à la catégorie ERP de type R, W et L – 5e catégorie (2 entités",142915.32,45432130-4,Appel d'offres ouvert,,21350080400108,,32874609400072,,,,,2023-12-05,55,Montant accessible (+5),14292,35729
2023007MSP1800,LOT 7 CLOISONS SECHES CONSTRUCTION D'UNE MSP A COULONGES,142903.68,45421141-4,Procédure adaptée,,20006974800016,,45108707600027,,,,,2023-11-27,55,Montant accessible (+5),14290,35726
2024-100,Gardiennage des déchetteries,142885.09,90500000-2,Procédure adaptée,,25410047200011,,35382480800029,,,,,2023-12-22,55,Montant accessible (+5),14289,35721
2023M23-068GRP00,M23-068GRP REAMENAGEMENT DE RUES A VILLERS LES ORMES VILLE DE SAINT MAUR,142839.63,45232130-2,Procédure adaptée,,24360032700015,,77559249600209,,,,,2023-12-28,55,Montant accessible (+5),14284,35710
2023070600,RISQUES STATUTAIRES,142810.64,66515200-5,Appel d'offres ouvert,,21660148400019,,34173706200024,,,,,2023-12-20,55,Montant accessible (+5),14281,35703
2023M210100,GROS OEUVRE,142749.0,45215000-7,Procédure adaptée,,26620667100015,,87992609500016,,,,,2023-12-08,55,Montant accessible (+5),14275,35687
2023180A00,CD SIEGE - REFECTION ETANCHEITE DE LA TERRASSE - LOT 04,142651.5,45261215-4,Procédure adaptée,,22390001000362,,53793445700053,,,,,2023-12-31,55,Montant accessible (+5),14265,35663
2023900720000200,Aménagement de la rue du Parc (2ème tranche),142606.56,45000000-7,Procédure adaptée,,21900072600014,,39133844900021,,,,,2023-12-08,55,Montant accessible (+5),14261,35652
20232304500,MAINTENANCE CONTROLE DES SSI DES ERP et ERT MUNICIPAUX,142377.0,50413200-5,Procédure adaptée,,21570463600012,,40986811400169,,,,,2023-12-13,55,Montant accessible (+5),14238,35594
2446141,L'opération de travaux a pour objet  la construction de 23 logements collectifs-Zac du Ponterlant à Avion: Lot 7: Plâtrerie,142309.0,45410000-4,Procédure adaptée,4.0,32791063400069,,35145520900012,,,,,2023-12-12,55,Montant accessible (+5),14231,35577
2023PERISCOLAI00,Construction d'un ensemble Périscolaire,142105.6,45000000-7,Procédure adaptée,,21440108500011,,88811825400018,,,,,2023-12-13,55,Montant accessible (+5),14211,35526
202398215500,Z.A.C. PYTHON-DUVERNOIS - PARIS 20 - EQUIPEMENT MULTISPORTS (lot 12) - Mission d'AMO pour la Qualité Environnementale du Bâtiment,142100.0,71313420-5,Procédure adaptée,,70201772400072,,52313875800041,,,,,2023-12-04,55,Montant accessible (+5),14210,35525
20235200,202352 - Piscine SIRENIA - Maintenance et gestion de la qualité de l'eau des bassins et de la recirculation,142015.59,50700000-2,Procédure adaptée,,20006602500012,,30862044200027,,,,,2023-11-28,55,Montant accessible (+5),14202,35504
20232023T0000200,Création d'un giratoire,141918.98,45233128-2,Procédure adaptée,,21560116200013,,32933888300666,,,,,2023-12-07,55,Montant accessible (+5),14192,35480
202360200,Hp 7134 et#8211; drocourt et#8211; construction de 20 logements intermediaires individuels: Lot 4 : Menuiseries extérieures,141746.0,45421000-4,Procédure adaptée,,61682020500154,,32181689400026,,,,,2023-11-27,55,Montant accessible (+5),14175,35436
2023230190300,MENUISERIE ALUMINIUM,141713.0,45212212-5,Procédure adaptée,,21300258700011,,33893333600020,,,,,2023-12-20,55,Montant accessible (+5),14171,35428
2024SIT234400100,TRAVAUX DE VENTILATION ET CLIMATISATION CRECHE J.MOULIN,141351.7,45331200-8,Procédure adaptée,,21380317400019,,89233503500010,,,,,2023-12-26,55,Montant accessible (+5),14135,35338
2023230002100,Travaux de réaménagement et securisation du giratoire de l'Etoile,141205.3,45233140-2,Procédure adaptée,,21740208000014,,32933888304445,,,,,2023-12-14,55,Montant accessible (+5),14121,35301
2023SINSE06SE00,ACCOMPAGNEMENT COLLECTIF INTENSIF VERS L EMPLOI DES BRSA SE,141200.0,79611000-0,Appel d'offres ouvert,,22070001700019,,32719498100038,,,,,2023-12-13,55,Montant accessible (+5),14120,35300
2024DG-2023-L400,CONCEPTION ET TRAVAUX POUR LA CREATION D'UN BIKE PARK,141075.0,45212100-7,Procédure adaptée,,21830001000012,,89366919200013,,,,,2023-12-11,55,Montant accessible (+5),14108,35269
20230700,TRANSPORT DE VOYAGEURS POUR SAISON HIVER 2023-2024,141050.0,60112000-6,Procédure adaptée,,21730057300011,,48344588800033,,,,,2023-12-15,55,Montant accessible (+5),14105,35262
202323M10200I01,23M10200I LOT11 REMPLACEMENT DES DOMES,141000.16,45421000-4,Procédure négociée avec mise en concurrence préalable,,21300007800013,,48343693700013,,,,,2023-12-14,55,Montant accessible (+5),14100,35250
20232023T0002400,Lot 8 : Menuiseries intérieures,140994.42,45421000-4,Procédure adaptée,,21350068900251,,38025141300023,,,,,2023-12-05,55,Montant accessible (+5),14099,35249
2023171A00,COL BLETTERANS - EXTENSION INFIRMERIE ET ADAPTATIONS PMR- LOT 7,140708.7,45330000-9,Procédure adaptée,,22390001000362,,90133386400014,,,,,2023-12-31,55,Montant accessible (+5),14071,35177
2024LOT01SALLE00,Construction de salles associatives communales,140500.0,45223220-4,Procédure adaptée,,21310541400014,,79227300500027,,,,,2023-12-01,55,Montant accessible (+5),14050,35125
2024DA2200,Pâtisseries fraîches,140454.88,15800000-6,Procédure adaptée,,25830139900022,,45279264100022,,,,,2023-12-18,55,Montant accessible (+5),14045,35114
2024DA0600,Tartes et feuilletés frais,140301.12,15800000-6,Procédure adaptée,,25830139900022,,33934164600067,,,,,2023-12-18,55,Montant accessible (+5),14030,35075
2023-10MP500,Toile tendue absorbante,140220.0,45000000-7,Appel d'offres restreint,,21340090600011,,43538781600042,,,,,2023-12-14,55,Montant accessible (+5),14022,35055
20232024T0000100,réaménagement du foyer du marin au centre nautique de Moulin mer,140005.0,45454000-4,Procédure adaptée,,24290080100133,,63542013600015,,,,,2023-12-21,55,Montant accessible (+5),14000,35001
20232304400,LOT 2 POISSON FRAIS,140000.0,03311000-2,Appel d'offres ouvert,,21760322400015,,55204499202846,,,,,2023-12-27,55,Montant accessible (+5),14000,35000
2024T0053EPACS00,LOT No1 : RENOVATION DES CANALISATIONS PRINCIPALES ET RENOUVELLEMENT DES BRANCHEMENTS D EAU POTABLE,140000.0,45232100-3,Procédure adaptée,,25670115200025,,79441858200019,,,,,2023-12-27,55,Montant accessible (+5),14000,35000
20232023F0006800,Fourniture de boissons pour la ville et le CCAS - Boissons en gros,140000.0,15982000-5,Procédure adaptée,,21220113100019,,30931848300208,,,,,2023-12-23,55,Montant accessible (+5),14000,35000
2023F03500,LOT 7 OEUFS BIO FOURNITURE DE DENREES ALIMENTAIRES,140000.0,03142500-3,Appel d'offres ouvert,,22470001300424,,91330936500017,,,,,2023-12-22,55,Montant accessible (+5),14000,35000
2023 06 Lot 200,Lot 2: Fournitures administratives et scolaires,140000.0,INX 25247000-4,Procédure adaptée,,21030321000012,,40149482800031,,,,,2023-12-21,55,Montant accessible (+5),14000,35000
20232023S0001900,Transport des déchets inertes issus des déchèteries communautaires,140000.0,90513200-8,Procédure adaptée,,24290064500027,,34371261800010,,,,,2023-12-20,55,Montant accessible (+5),14000,35000
2023BAT234000100,TELESURVEILLANCE DES BATIMENTS COMMUNAUX,140000.0,79714000-2,Procédure adaptée,,21380317400019,,44793926500024,,,,,2023-12-19,55,Montant accessible (+5),14000,35000
20232023-12L0200,Impression de flyers affiches brochures et programmes,140000.0,79800000-2,Appel d'offres ouvert,,24760072900070,,34456825800059,,,,,2023-12-18,55,Montant accessible (+5),14000,35000
2023BOISSON00,FOURNITURE DE BOISSONS,140000.0,15000000-8,Procédure adaptée,,52214855000018,,56850040900343,,,,,2023-12-18,55,Montant accessible (+5),14000,35000
2023RLV230410300,Nettoyage des locaux - Lot 3 : Batiments culturels,140000.0,90919200-4,Appel d'offres ouvert,,20007075300013,,38820148500025,,,,,2023-12-18,55,Montant accessible (+5),14000,35000
202398623800,"FOURNITURE DE PRESTATIONS DE CONTROLE, D'ENTRETIEN ET DE REPARATION POUR LES CLIMATISATIONS DES AUTOCARS ET DES VEHICULES LEGERS EQUIPES DE LA RTA: Lo",140000.0,50113000-0,Procédure adaptée,,78018581500013,,84781760800015,,,,,2023-12-15,55,Montant accessible (+5),14000,35000
