type_anomalie,id,objet,montant,codecpv,procedure,acheteur_id,acheteur_nom,titulaire_siret,date,offres_recues
Sans concurrence,202300042900,ACBC MAINTENANCE LOGICIEL GEO 2024-2027,120000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,20003357900018,,30516304000119,2023-12-22,
Sans concurrence,2023JFN00100,ACQUISITION DE BERCE A EAU AMOVIBLE POUR LA VILLE DE TARBES,120000.0,44613210-5,Marché négocié sans publicité ni mise en concurrence préalable,21650440700018,,77716025000026,2023-12-13,
Sans concurrence,2023019000,"PRESTATION D'HEBERGEMENT, DE MAINTENANCE ET D'ASSISTANCE DE L'APPLICATION MARCO.",120000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,22530001100015,,34927581800061,2023-12-07,
Sans concurrence,2023K2321100,DETECTION ET GEOREFERENCEMENT DES RESEAUX ECLAIRAGE PUBLIC ET D ALIMENTATION D EAU POTABLE DES ZONES D ACTIVITE DE L AGGLOMERATION DU COTENTIN,120000.0,71352000-0,Marché négocié sans publicité ni mise en concurrence préalable,20006720500019,,38531151900149,2023-11-28,
Fournisseur unique,24988083,Accord-cadre de collecte des déchets en camion mobile et de valorisation,120000.0,90500000-2,Procédure adaptée,20001784600045,,75094891100029,2023-12-20,1.0
Fournisseur unique,2023S08sepL4,Prestations de nettoyage des locaux de la Communauté de Communes: Lot 4 : Prestations exceptionnelles,120000.0,90911200-8,Appel d'offres ouvert,20007011800019,,37884819600069,2023-12-15,1.0
Fournisseur unique,241007342,Regroupement du lycée sur le site lottin - lycée clément ader à bernay (27) - cuisine provisoire : Accord cadre,116921.0,70130000-1,Appel d'offres ouvert,20005340300057,,89229832400013,2023-12-29,1.0
Sans concurrence,2024K2401300,MAINTENANCE ET SUIVI DES LOGICIELS CHRONOS,114177.28,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,20006720500019,,34828497700132,2023-12-17,
Fournisseur unique,2410017944,23CP28 - TRAVAUX D'EXTENSION ET DE REHABILITATION DU CONSERVATOIRE DE MARCQ-EN-BAROEUL: Lot 4: COUVERTURE / ETANCHEITE,113528.0,45261210-9,Procédure adaptée,21590378200013,,30192111000039,2023-12-18,1.0
Sans concurrence,2023O538000,Bases de données géologiques et géotechniques avec SIG Ville de Lyon et recherches scientifiques universitaires,112500.0,73000000-2,Marché négocié sans publicité ni mise en concurrence préalable,21690123100011,,34503824400017,2023-12-19,
Fournisseur unique,24100142868,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 68: PEYPIN (13124),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,80189825500048,2023-12-28,1.0
Fournisseur unique,2410012817,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 7: AURONS (13121),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,83501819300028,2023-12-28,1.0
Fournisseur unique,24100141764,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 64: LE PARADOU (13520),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,51740472900025,2023-12-28,1.0
Fournisseur unique,24100132727,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 27: CUGES-LES-PINS (13780),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,78969888300012,2023-12-28,1.0
Fournisseur unique,24100137447,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 47: LAMANON (13113),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,39134426400075,2023-12-28,1.0
Fournisseur unique,24100129513,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 13: BOULBON (13150),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,33501925300038,2023-12-28,1.0
Fournisseur unique,24100134634,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 34: FONTVIEILLE (13990),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,50964523000020,2023-12-28,1.0
Fournisseur unique,24100129714,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 14: CABANNES (13440),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,34416614500047,2023-12-28,1.0
Fournisseur unique,2410012765,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 5: AUREILLE (13930),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,50964523000020,2023-12-28,1.0
Fournisseur unique,2410012702,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 2: ALLEINS (13980),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,83501819300028,2023-12-28,1.0
Fournisseur unique,24100132425,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 25: CORNILLON-CONFOUX (13250),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,34231854000107,2023-12-28,1.0
Fournisseur unique,24100147188,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 88: SAINT ETIENNE DU GRES (13103),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,44949260200015,2023-12-28,1.0
Fournisseur unique,24100130718,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 18: CARRY LE ROUET (13620),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,82921973200015,2023-12-28,1.0
Fournisseur unique,24100131521,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 21: CHARLEVAL (13350),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,80495310700039,2023-12-28,1.0
Fournisseur unique,24100136644,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 44: LA BARBEN (13330),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,83501819300028,2023-12-28,1.0
Fournisseur unique,241001500111,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 111: VERNÈGUES (13116),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,83501819300028,2023-12-28,1.0
Fournisseur unique,24100147792,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 92: SAINT PAUL LEZ DURANCE (13115),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,82921973200015,2023-12-28,1.0
Fournisseur unique,24100146886,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 86: SAINTES MARIES DE LA MER (13460),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,50151156200016,2023-12-28,1.0
Fournisseur unique,24100141563,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 63: ORGON (13660),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,44394023400034,2023-12-28,1.0
Fournisseur unique,24100141362,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 62: NOVES (13550),112220.0,71210000-3,Appel d'offres ouvert,32042256100045,,82212402000014,2023-12-28,1.0
Sans concurrence,202323A1600,FOURNITURE CARBURANT ET AUS LOT 14-16-18,110000.0,09000000-3,Marché négocié sans publicité ni mise en concurrence préalable,28974011000019,,31355372900051,2023-12-28,
Sans concurrence,2023MP022M00,NOËL KOUROU 2023 -LE FABULEUX ANNIVERSAIRE DU PERE NOËL,110000.0,92320000-0,Marché négocié sans publicité ni mise en concurrence préalable,21973304500013,,98239681400013,2023-12-22,
Sans concurrence,2023-696900,2023-69 DIGUE MELDYCK - TRAVAUX DE CONFORTEMENT DE LA DIGUE HM4,109275.0,45243510-0,Marché négocié sans publicité ni mise en concurrence préalable,20006903700014,,32072201000057,2023-12-04,
Fournisseur unique,249990106,Marché de travaux pour la construction d'une maison de santé pluriprofessionnelle à Rodemack: Lot 6: MENUISERIES INTERIEURES,108543.0,45421000-4,Procédure adaptée,21570588000015,,34261830300032,2023-12-11,1.0
Fournisseur unique,24990822,Services d'assurances pour la Communauté de communes du canton d'Erstein,107928.0,66510000-8,Procédure adaptée,20006792400015,,31124863701075,2023-12-14,1.0
Fournisseur unique,241001115,Prestation de services d'assurance dommages aux biens - relance suite lot infructueux,107621.0,66515000-3,Appel d'offres ouvert,20007188400106,,30130960500410,2023-12-20,1.0
Sans concurrence,202420240030200,LOT 2 : ORGANISATION TEMPS DE TRAVAIL AVEC STRUCTURES PART.,107400.0,75231240-8,Marché négocié sans publicité ni mise en concurrence préalable,21630430300011,,90779645200015,2023-12-14,
Sans concurrence,2023M23031400,MS4 AU LOT 2,106209.31,48000000-8,Marché négocié sans publicité ni mise en concurrence préalable,21974011500015,,75580064600373,2023-12-22,
Sans concurrence,202424SAJ010000,ASSURANCE DOMMAGES AUX BIENS,105943.22,66515000-3,Marché négocié sans publicité ni mise en concurrence préalable,20006804700014,,80076031600011,2023-12-29,
Fournisseur unique,20232023000502,Assurances «Responsabilité et risques annexes» et «Flotte automobile et risques annexes» A DESTINATION DE CHAUMONT HABITAT ET HAMARIS - marché alloti ,105761.0,66000000-0,Appel d'offres ouvert,88333378300016,,83381722400029,2023-12-26,1.0
Sans concurrence,20231410100,Abonnement à la saison Achat de prestations auprès de clubs sportifs saison 2023-2024 Lot n°1,105075.0,79980000-7,Marché négocié sans publicité ni mise en concurrence préalable,22820001000012,,79378588200010,2023-12-06,
Sans concurrence,202323TSM0680500,STRASBOURG - Transformation d'un immeuble de bureaux en une résidence étudiante de 57 logements avec bureaux - 14 rue du Faubourg-de-Pierre (lot 5b - ,104992.0,45000000-7,Marché passé sans publicité ni mise en concurrence préalable,94565114900235,,53365271500012,2023-12-18,
Sans concurrence,202303600,MAINTENANCE DU LOGICIEL SYRACUSE UTILISE POUR LA GESTION INFORMATIQUE DE LA MEDIATHEQUE ET DU RESEAU DES BIBLIOTHEQUES,102127.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,21180033900882,,88989584300015,2023-12-05,
Fournisseur unique,20232023000501,Assurances «Responsabilité et risques annexes» et «Flotte automobile et risques annexes» A DESTINATION DE CHAUMONT HABITAT ET HAMARIS - marché alloti ,100592.0,66000000-0,Appel d'offres ouvert,88333378300016,,83381722400029,2023-12-26,1.0
Sans concurrence,20242024C0100,CONTRAT PRESTATION DE SERVICES ENTRETIEN ESPACES VERTS 2024 A 2026,100512.0,77310000-6,Marché négocié sans publicité ni mise en concurrence préalable,21310433400015,,77562407501938,2023-12-31,
Sans concurrence,2023-31-0300,Lot 3 - Prestation de services en assurances - Véhicules à moteur,100282.0,66514110-0,Marché négocié sans publicité ni mise en concurrence préalable,25330347300057,,83381722400029,2023-12-18,
Sans concurrence,2023-31-0301,Lot 3 - Prestation de services en assurances - Véhicules à moteur,100282.0,66514110-0,Marché négocié sans publicité ni mise en concurrence préalable,25330347300057,,83381722400029,2023-12-18,
Sans concurrence,202312400,"MDI/2023-124/Lot3/Abonnement, accès en ligne et fourniture de ressources documentaires numériques pour le Département de l'Isère et la Ville de Grenob",100000.0,30211300-4,Marché négocié sans publicité ni mise en concurrence préalable,22380001200013,,33132078800028,2023-12-29,
Sans concurrence,2023000000018200,ASSURANCES RESPONSABILITE CIVILE ET PROTECTION FONCTIONNELLE,100000.0,66516400-4,Marché négocié sans publicité ni mise en concurrence préalable,20007324500017,,37983490600073,2023-12-22,
Sans concurrence,23016300,Assistance et maintenance du logiciel AIRS DELIB et prestations associées pour les besoins de la Région Normandie,100000.0,72267000-4,Marché passé sans publicité ni mise en concurrence préalable,20005340300057,,38461703100057,2023-12-21,1.0
Sans concurrence,202323V1066-0100,VA300 Forfaits remontées mécaniques station d'Auron,100000.0,22459000-2,Marché négocié sans publicité ni mise en concurrence préalable,21060088800015,,38385729900010,2023-12-19,
Sans concurrence,202323V1066-0200,VA300 Forfaits remontées mécaniques sur Isola 2000,100000.0,22459000-2,Marché négocié sans publicité ni mise en concurrence préalable,21060088800015,,38385729900010,2023-12-19,
Sans concurrence,2023054600,GHT REACTIFS ET MAINTENANCE BLUEDIVER,100000.0,33696200-7,Marché négocié sans publicité ni mise en concurrence préalable,20001803400013,,41448817100045,2023-12-18,
Sans concurrence,2023122100,"Acquisition, maintenance, fourniture de sous-ensemble, accessoires, de pièces détachées et consommables associés société MEDICAL DEVEYES",100000.0,33100000-1,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,81956723100025,2023-12-15,
Sans concurrence,202423N0200,ASSURANCE DOMMAGE AUX BIENS DU SDIS DU GARD,100000.0,66515200-5,Marché négocié sans publicité ni mise en concurrence préalable,28300001600032,,52398039900019,2023-12-12,
Sans concurrence,2024LOGINF-00100,MAINTENANCE LOGICIELS BERGER LEVRAULT,100000.0,48900000-7,Marché négocié sans publicité ni mise en concurrence préalable,26310524900027,,75580064600209,2023-12-03,
Sans concurrence,2023090410MV00,MAINTENANCE ET CREATION D INSTALLATIONS DE SYSTEMES CONTROLE ACCES GLT,100000.0,42961100-1,Marché négocié sans publicité ni mise en concurrence préalable,24440064400013,,38452759400038,2023-11-28,
Sans concurrence,20230904100100,MAINTENANCE ET CREATION INSTALLATIONS DE SYSTEMES DE CONTROLE ACCES GLT,100000.0,42961100-1,Marché négocié sans publicité ni mise en concurrence préalable,21440132500011,,38452759400038,2023-11-28,
Sans concurrence,202398729700,MAINTENANCE ET CREATION INSTALLATIONS DE SYSTEMES DE CONTROLE ACCES GLT-HONEYWELL-PROWATCH GLT,100000.0,42961100-1,Marché passé sans publicité ni mise en concurrence préalable,21440132500011,,38452759400038,2023-11-28,
Sans concurrence,2023080000,CGA Acquisition et maintenance de tablette de communication à commande oculaire,99999.0,30000000-9,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,83914375700012,2023-12-19,
Sans concurrence,202323V1443-0000,OD200 Construction de caveaux,99999.0,45200000-9,Marché négocié sans publicité ni mise en concurrence préalable,21060088800015,,80461712400024,2023-11-29,
Sans concurrence,2024ESPLANADE01,REAMENAGEMENT VOIRIE AVENUE EDOUARD HERRIOT ET ESPLANADE,99536.0,45453100-8,Marché négocié sans publicité ni mise en concurrence préalable,21340166400015,,32933888301912,2023-12-21,
Sans concurrence,23020200,Achat de véhicules de service urbains écologiques,99500.0,34144900-7,Marché passé sans publicité ni mise en concurrence préalable,20005340300057,,88750249000014,2023-12-26,1.0
Sans concurrence,202323M0348L0001,202323M0348L00 OPEN SOURCE COMPTAGES ROUTIERS,99500.0,72500000-0,Marché négocié sans publicité ni mise en concurrence préalable,22060001900016,,81015117500017,2023-12-08,
Sans concurrence,202323M0351L0000,202323M0351L00 - DEVELOPPEMENT LOGICIEL OPEN SOURCE DE TRACES DE MOBILITES,99500.0,72500000-0,Marché négocié sans publicité ni mise en concurrence préalable,22060001900016,,78903767800016,2023-11-28,
Sans concurrence,2023000002332000,GESTION AUTOMATISEE TEMPS ET ACTIVITES,99203.04,72514100-2,Marché négocié sans publicité ni mise en concurrence préalable,20005267800014,,84398814800014,2023-12-14,
Sans concurrence,2024 IC0100,MAC IC2425,99000.0,45120000-4,Marché négocié sans publicité ni mise en concurrence préalable,20003954300018,,48177120200035,2023-12-13,
Sans concurrence,202321100,"Mise à disposition de l'exposition intitulée ""Impact""",98998.67,92521100-0,Marché négocié sans publicité ni mise en concurrence préalable,22220001600327,,24310051800170,2023-12-08,
Sans concurrence,20232023S0012300,"Mise à disposition de l'Exposition intitulée ""Impact"" au Domaine départemental de la Roche-Jagu",98998.67,92521100-0,Marché passé sans publicité ni mise en concurrence préalable,22220001600327,,24310051800170,2023-12-08,
Sans concurrence,202398235600,Travaux de déconstruction du rez-de-chaussée du foyer logement du site de Châteaurenard,98550.0,45110000-1,Marché passé sans publicité ni mise en concurrence préalable,28130002000027,,5680300000027,2023-12-07,
Sans concurrence,2023429IN00,MUR DE SOUTENEMENT URVILLE,97195.23,45262620-3,Marché négocié sans publicité ni mise en concurrence préalable,20006541500016,,32916815700850,2023-12-18,
Sans concurrence,2023M11800,"UTILISATION, MAINTENANCE ET ASSISTANCE DU LOGICIEL ADEQUACY CORPORATE",96656.0,48612000-1,Marché négocié sans publicité ni mise en concurrence préalable,21920026800015,,44811688900024,2023-12-27,
Sans concurrence,202323VG068000,MARCHE DE PRESTATIONS AVEC LA JAVCM,96308.27,92600000-7,Marché négocié sans publicité ni mise en concurrence préalable,21030310300019,,50101637200010,2023-12-07,
Sans concurrence,202323MMC020100,TRAVAUX DE RÉPARATION DU POSTE DE RELÈVENT DE L'AIROU VER,96213.0,45262330-3,Marché négocié sans publicité ni mise en concurrence préalable,20003346200074,,42128717800220,2023-12-01,
Sans concurrence,2023M11800,"Travaux de mise aux normes, maintenance et gros entretien de la Piscine St Nicolas à LAVAL - lot n°3 : Serrurerie",95276.0,44316500-3,Marché négocié sans publicité ni mise en concurrence préalable,20008339200015,,40260324500018,2023-11-29,
Sans concurrence,2023M230173300,LOT 4 : FORMATIONS,95000.0,80533000-9,Marché négocié sans publicité ni mise en concurrence préalable,22660001300016,,34054699300668,2023-12-29,
Fournisseur unique,202371900,Hp 1634/1409/1115/1806 et#8211; alette/etaples/vacqueriette/ montreuil  -rehabilitation de logements diffus : Lot 1 : Gros oeuvre,94999.0,45223220-4,Procédure adaptée,61682020500154,,42075751000011,2023-12-26,1.0
Sans concurrence,2023168800,Prestations de support et suivi logiciel TRAUMACAD,94049.6,48180000-3,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,53529682600014,2023-11-29,
Fournisseur unique,2023003,Marché d'assurances - Lot 1: Dommages aux biens,93393.0,66515200-5,Procédure adaptée,21840034900013,,83381722400029,2023-12-14,1.0
Sans concurrence,202398718700,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 141,92697.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,35256308400040,2023-12-21,
Sans concurrence,243234,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 141,92697.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,35256308400040,2023-12-20,1.0
Sans concurrence,2024TR0570100,DEPLACEMENT DE LA LIGNE HTA RD22 EN AGGLOMERATION,92476.36,45315400-2,Marché négocié sans publicité ni mise en concurrence préalable,21660171600014,,44460844211692,2023-12-26,
Fournisseur unique,2446393,L'opération de travaux a pour objet  la construction de 23 logements collectifs-Zac du Ponterlant à Avion: Lot 5: Métallerie,92355.0,45262670-8,Procédure adaptée,32791063400069,,84429515400018,2023-12-21,1.0
Fournisseur unique,24991698,Hp 4003 â hazebrouck â travaux de maintenance de 18 logements individuels pour le compte de l'onv,91838.0,45261210-9,Procédure adaptée,61682020500154,,83350815300016,2023-12-26,1.0
Sans concurrence,2023142400,MONITORAT TIERCE RECETTE APPLICATIVE (TRA),91800.0,72590000-7,Marché négocié sans publicité ni mise en concurrence préalable,22340001100076,,42147916300030,2023-12-18,
Sans concurrence,202306602,PARKING HALLE SAINT BONNET ETAIEMENT,91760.0,45223300-9,Marché négocié sans publicité ni mise en concurrence préalable,21180033900882,,33405736100423,2023-12-08,
Sans concurrence,2023M11600,LOGICIEL PRINEO- MAINTENANCE ET ACHAT DE MODULES ET PRESTATIONS COMPLEMENTAIRES,91751.6,48219300-9,Marché négocié sans publicité ni mise en concurrence préalable,21920026800015,,41177545500040,2023-12-26,
Sans concurrence,2023730000,Assurance lot 3 - DAB eau et assainissement,91529.34,66510000-8,Marché négocié sans publicité ni mise en concurrence préalable,20004027700010,,49345138900016,2023-12-22,
Sans concurrence,2023-020NEGFO00,Fourniture et pose de chapiteaux,91039.14,39522530-1,Marché négocié sans publicité ni mise en concurrence préalable,21640129900013,,38790272900079,2023-11-29,
Sans concurrence,202407,Souscription de contrats d'assurances du groupement de commandes constitué entre la Ville de Saint-Fargeau-Ponthierry et le CCAS: Lot 5 : Assurance Do,90998.0,66515000-3,Marché passé sans publicité ni mise en concurrence préalable,21770407100166,,83381722400029,2023-12-28,1.0
Sans concurrence,202398741682,"Prestations de fourniture pour la mise en oeuvre de réseaux locaux LAN-WLAN, téléphone, serveurs informatiques, sécurité WAN, maintenance et infogéran",90932.0,72700000-7,Marché passé sans publicité ni mise en concurrence préalable,30346915900089,,41995278300076,2023-12-26,
Fournisseur unique,249890259,Travaux de construction d'une bibliothèque communale à Thoiry: Lot 9: Electricité cfo/cfa - SSI,90466.0,45000000-7,Procédure adaptée,21010419600014,,51151898700033,2023-12-13,1.0
Sans concurrence,2023JU03300,ASSURANCES CYBER-RISQUES POUR LE SDIS07,90335.5,66519300-4,Marché négocié sans publicité ni mise en concurrence préalable,28071200100013,,33517109600035,2023-12-19,
Sans concurrence,2023S0375MMNOC00,MAINTENANCE DU LOGICIEL DE GESTION DE L INFORMATION DU LABORATOIRE,90000.0,48461000-7,Marché négocié sans publicité ni mise en concurrence préalable,25670115200025,,79440613200017,2023-12-20,
Sans concurrence,20232023ABC0300,CONTRAT DE MAINTENANCE DU LOGICIEL eCONCEPT,90000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,26780173600021,,48425506200016,2023-12-11,
Sans concurrence,2023DM04800,Traitement hivernal des itinéraires principaux des routes Départementales de l'Isère - circuit TOI-IP-06,90000.0,90620000-9,Marché négocié sans publicité ni mise en concurrence préalable,22380001200013,,88494353100019,2023-12-08,
Sans concurrence,20231410200,Achat d'espaces publicitaires Achat de prestations auprès de clubs sportifs saison 2023-2024 Lot n°2,89850.0,79341000-6,Marché négocié sans publicité ni mise en concurrence préalable,22820001000012,,79378588200010,2023-12-06,
Sans concurrence,2023_06200,"PRESTATION HERBEGEMENT ET MAINTENANCE, DE FORMATION, D ETUDES ET DE DEVELOPPEMENT COMPLEMENTAIRES POUR LES SITES INTERNET SDIS06.FR ET FOURNITURE DE C",89000.0,72212220-7,Marché négocié sans publicité ni mise en concurrence préalable,28060051100024,,34503941600713,2023-12-26,
Sans concurrence,20231267600,REALISATION ET DIFFUSION EMISSION TV GASTRONOMIE DES HAUTS DE FRANCE,89000.0,92000000-1,Marché négocié sans publicité ni mise en concurrence préalable,20005374200017,,52919428400020,2023-12-18,
Sans concurrence,202323035MC0000,"CONTRAT DE MAINTENANCE GRH ET GF SEDIT, CONTRAT DE SERVICES GRH GF SEDIT VS INCLUS, CONTRAT DE SERVICES VEILLE STATUTAIRE",88417.23,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,21130103100012,,75580064600373,2023-12-29,
Sans concurrence,2023PA22090200,PA2209 MS N°2 - AMENAGEMENT D'UNE AIRE WORKOUT PARC GRAND NOBLE ET UNE AIRE DE JEUX PLACE CATALOGNE,88125.62,45112723-9,Marché négocié sans publicité ni mise en concurrence préalable,21310069600011,,95055732200134,2023-12-22,
Sans concurrence,249895291,Passation d'un marché d'assurance pour les besoins de la commune (CCAS inclus): Lot 01: Dommages aux biens mobiliers et immobiliers,88052.0,66515000-3,Marché passé sans publicité ni mise en concurrence préalable,21840138800010,,83381722400029,2023-12-28,1.0
Sans concurrence,202323016800,MAINTENANCE ET PRESTATIONS COMPLEMENTAIRES DE LA PLATEFORME PROFIL ACHETEUR AWS,88000.0,72268000-1,Marché négocié sans publicité ni mise en concurrence préalable,22650001500012,,44392887400066,2023-12-20,
Sans concurrence,202323016500,CONTRAT DE MAINTENANCE MATERIELS ET LOGICIELS KONICA-MINOLTA,88000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22650001500012,,30269561400354,2023-12-06,
Sans concurrence,202398716900,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 97,87059.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,81058510900020,2023-12-26,
Fournisseur unique,249951501,"Contrats d'assurances: Lot 1: Assurance "" Dommages aux biens et risques annexes """,86866.0,66515200-5,Appel d'offres ouvert,24600087100060,,78941468700028,2023-12-18,1.0
Fournisseur unique,20230194,"Appui à l'animation, au dynamisme et à l'efficacité du Conseil Régional des Jeunes de Normandie",86530.0,79310000-0,Procédure adaptée,20005340300057,,50267484900026,2023-12-15,1.0
Sans concurrence,243226,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 97,85269.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,81058510900020,2023-12-20,1.0
Sans concurrence,2023016400,Achat de prestations de communication et de visibilité auprès de la SAS Quevilly Rouen Métropole pour la saison 2023 2024 de l'US Quevilly Rouen Métro,85204.0,92600000-7,Marché passé sans publicité ni mise en concurrence préalable,20005340300057,,81113910400020,2023-12-08,
Sans concurrence,2024MAINTSYGE100,MAINTENANCE GEOLOCALISATION VEHICULES + ENTRETIEN CAMERA + investissement,85000.0,72254000-0,Marché négocié sans publicité ni mise en concurrence préalable,20006880700078,,97945161400015,2023-12-12,
Sans concurrence,2023B14900,MAINTENANCE ASSISTANCE HEBERGEMENT DE LA SOLUTION LOGICIELLE LITTERALIS EXPERT DE GESTION ET DE SUIVI DES ARRETES D OCCUPATION DU DOMAINE PUBLIC DE CI,84990.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,20002715900017,,43299378000043,2023-12-01,
Sans concurrence,2023EA204100,MAINTENANCE & PRESTATIONS ASSOCIEES DU LOGICIEL LIAWEB,84500.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,22090001300016,,75086744200030,2023-11-28,
Sans concurrence,202323076900,P1 MAINTENANCE DES MACHINES ET EQUIPEMENTS TECHNIQUES DU PARC ROULANT DE LA VILLE DE CANNES,84000.0,50530000-9,Marché négocié sans publicité ni mise en concurrence préalable,21060029200010,,50228155300029,2023-11-29,
Sans concurrence,202012-1900,LOT 19: bassin de rétention des eaux pluviales,83280.0,45000000-7,Marché négocié sans publicité ni mise en concurrence préalable,21060059900018,,80461712400016,2023-12-04,
Sans concurrence,2023186A00,CD SIEGE REMPLACEMENT ASCENSEUR N 3,83177.11,45313100-5,Marché négocié sans publicité ni mise en concurrence préalable,22390001000362,,59205230202504,2023-12-28,
Sans concurrence,20231265500,PROGICIEL SUIPI REPRESENTATIONS MAINTENANCE ET PRESTATIONS DE SERVICES,82000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,20005374200017,,33922000600078,2023-12-12,
Sans concurrence,2023DI1800,MAINTENANCE DU PROGICIEL MARCOWEB,81216.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,34927581800061,2023-12-26,
Fournisseur unique,24988128,Souscription et exécution du contrat d'assurances Dommages aux biens et risques annexes,80010.0,66515200-5,Procédure adaptée,20005323900014,,38384469300887,2023-12-05,1.0
Sans concurrence,2024MA024300,"Droits d?utilisation, d?hébergement et d?assistance du progiciel Marco en mode hébergé (SaaS)",80000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,25310098600046,,34927581800061,2023-12-29,
Sans concurrence,2023173101,Acquisition des systèmes d?archivage de blocs de paraffine et de lames anatomocytopathologie au CRB Cancer,80000.0,33100000-1,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,34282043800030,2023-12-21,
Sans concurrence,202400023SA00200,GLOG - FOURNITURE DE PIECES DETACHEES D4ACCESSOIRES ET TRAVAUX DE REPARATION SUR LES ENGINS DE DENEIGEMENT DE MARQUE SCHMIDT ET EUROPE SERVICE ENTRETE,80000.0,34300000-0,Marché négocié sans publicité ni mise en concurrence préalable,28691200100042,,38388818700028,2023-12-11,
Sans concurrence,2023CD008600000,"Maintenance, acquisition et prestations du logiciel de gestion des Ouvrages d'art AREO",80000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22030001600080,,45066344800030,2023-12-01,
Sans concurrence,2023F23CARB200,FOURNITURE DE CARBURANTS TOUS TYPES POUR LA COMMUNAUTE DE COMMUNES ALBERES COTE VERMEILLE ILLIBERIS pour le site de stationnement des véhicules de Por,80000.0,09134000-7,Marché négocié sans publicité ni mise en concurrence préalable,20004360200016,,52824980800023,2023-12-01,
