id,objet,famille,type_marche,type_avis,procedure,acheteur,titulaire,departement,date_parution,url_avis
26_24924,Maintien en conditions opérationnelles des équipements d'exploitation du réseau d'assainissement et travaux associés,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Département de la Seine-Saint-Denis,EMU I.D.F | PERRIER SOREM | PERRIER SOREM | SETA ENVIRONNEMENT | SOC AUTOMATISMES SEGUIN,93,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24924
26_24964,Travaux d'aménagement des anciens locaux de la maternelle Mozart en halte-garderie-.,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Service Achats Responsables,CAPITAINE CONSTRUCTIONS | DELGI CONSTRUCTIONS | MENUISERIE EBENISTERIE BATIMENT | ANCIENS ETABLISSEMENTS COPHIGNON | INEO INDUSTRIE & TERTIAIRE EST (INEO ITE) | JACQUEMARD JACKY,8,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24964
26_24817,MISE EN PLACE D'UN CENTRE DE RESSOURCES PROJETS,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,REGION DES PAYS DE LA LOIRE,SOFTEAM,44 | 49 | 53 | 72,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24817
26_25022,Prestations de travaux d'impression pour les besoins du Département de l'Indre,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Département de L'Indre,DUPLIGRAFIC | DS IMPRESSION | LASERPHOT | Groupe SODIMASS | CVSI-EA,36,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25022
26_25024,Prestations de nettoyage des locaux et des vitres des campus de Neoma Business School (Paris et Rouen),Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,NEOMA BS REIMS,GSF NEPTUNE | T 2 M C,51,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25024
26_24708,Fourniture et pose d'équipements sportifs gymniques - espace sportif de Déomas,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Annonay Rhône Agglo,Société GYMNOVA,7,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24708
26_24821,MISSION D’ASSISTANCE A MAITRISE D’OUVRAGE RELATIVE A LA DEFINITION D’UNE STRATEGIE D’ACHATS ET A LA MISE EN ŒUVRE DE GROUPEMENTS D’ACHATS DE DENREES ALIMENTAIRES AU BENEFICE DES LYCEES PUBLICS DE L...,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,REGION DES PAYS DE LA LOIRE,GROUPEMENT SOLIDAIRE YTERA/CKS PUBLIC,44 | 49 | 53 | 72,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24821
26_24899,Avis d'attribution - Réalisation et impression d'étiquettes et de flyers,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,COMUE UNIVERSITE LYON SAINT-ETIENNE,SAS MICHEL LATA,69,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24899
26_24929,"Marché de maîtrise d’œuvre pour les travaux de mise aux normes d’accessibilité PMR, de sécurité incendie, de restructuration et d’extension de la demi-pension et de rénovation thermique d",Marchés européens,SERVICES, | 10 | 6,Procédure Restreinte,Conseil Départemental des Vosges,ATELIER ARCHIPEL,88,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24929
26_25677,MO AMELIORATION 11 LGTS BAREGES,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,OPH 65,COLIBRIS ARCHITECTURE,65,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25677
26_25680,MARCHE DE MAITRISE D'OEUVRE 131 LOGEMENTS RESIDENCE  ORLY A TARBES,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,OPH 65,SOCIETE D'ETUDES THERMIQUES ELECTRIQUES ET STRUCTURES,65,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25680
26_24730,Accord-cadre à bons de commandes de fourniture d’articles vestimentaires et accessoires destinés aux agents de la police municipale de la Ville de Paris,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,VILLE de PARIS - DFA - SDA,RIVOLIER PERE ET FS ARMURERIE,75,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24730
26_25201,Relance après déclaration sans suite du lot n°2 fourniture de pneumatiques pour véhicules légers et motocycles,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Communauté d'Agglomération du Niortais,DISTRI CASH ACCESSOIRES,79 | 16 | 17 | 44,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25201
26_25240,Marché d'impression pour la Communauté de communes Sèvre et Loire,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,COMMUNAUTE DE COMMUNES SEVRE ET LOIRE,IMAGE COMMUNICATION IMPRESSION,44,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25240
26_25210,Réalisation des prestations d’analyse d’examens de biologie médicale spécialisés pour les établissements du GHT Loire pourvus d’un Laboratoire,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CHU SAINT ETIENNE,Eurofins Biomnis,42,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25210
26_25251,Organisation des deux étapes de Paris-Nice et événements annexes de 2026-2027- 2028,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,METROPOLE NICE COTE D AZUR,AMAURY SPORT ORGANISATION,6,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25251
26_25011,"Fourniture et livraison en liaison froide de repas à domicile pour les personnes âgées, handicapées ou en perte d'autonomie temporaire",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CCAS de Creil,SAGERE,60 | 80 | 95,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25011
26_25049,25 013 Prestations de ménage sur les bâtiments du Grand Ouest Toulousain Agglomération,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,LE GRAND OUEST TOULOUSAIN,M NETT,31,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25049
26_24916,Entretien des Espaces Verts de la commune de Villeneuve le Comte,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,MAIRIE DE VILLENEUVE LE COMTE,Pinson Paysage | TOUS TRAVAUX ELAGAGE TIBLE - TTET | Id verde | SAINT GERMAIN PAYSAGE S.A.S.,77,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24916
26_24939,Réalisation et fourniture de guides d’ondes pour le système RF fondamental de SOLEIL II,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,SYNCHROTRON SOLEIL,HIRSIG BLECHTECHNIK | ARV ARF,91,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24939
26_24973,Achat de matériaux et outillages pour les services techniques de la ville de Montgeron,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Mairie de Montgeron,UMHS | REXEL FRANCE | SAS LEGALLAIS | SARL DECOSPHERE | LEGRANDCUB,91,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24973
26_24778,2025-0457 - MARCHE DE PRESTATION DE SERVICES D'ASSURANCES CONSTRUCTION POUR LE BATIMENT CARDIOVASCULAIRE HOPITAL NORD (APHM),Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,ASSISTANCE PUBLIQUE HÔPITAUX DE MARSEILLE,DIOT IMMOBILIER COURTAGE ET SOLUTIONS | SOC AIXOISE DE GESTION D ASSURANCES,13,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24778
26_25043,"Fourniture d'habillement et armement pour les besoins de la police municipale et ASVP de la ville de Mamoudzou
(Relance lot 1)",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Mamoudzou (976),DESSAYE ET FILS SARL,976,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25043
26_25076,Fourniture de titres restaurant dématérialisés pour le personnel du Territoire de la Côte Ouest,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Communauté d'Agglomération Territoire de la Côte Ouest (974),EDENRED FRANCE SAS,974,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25076
26_25166,Réalisation d'une étude hydrosystème et diagnostic environnemental sur l'ancienne décharge de la Grève des Courses,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Saint-Brieuc Armor Agglomération,ANTEA FRANCE,22,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25166
26_24692,Maîtrise d'oeuvre pour l'extension de cinéma Nestor Burma,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville De Montpellier,Studio Jaouen,34,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24692
26_24781,Appel d'offres ouvert en vue de l'accord-cadre à commandes de prestations de reliure de documents,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Toulon,SEDI,83,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24781
26_25041,"25 010 Accord cadre de maîtrise d'oeuvre pour des travaux de voirie, trottoirs, pistes cyclables et travaux accessoires",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,LE GRAND OUEST TOULOUSAIN,OTCE Infra | urbalink | SEBA SUD OUEST,31,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25041
26_25130,CONTROLES SUR LES RESEAUX D'ASSAINISSEMENT ET D'EAU POTABLE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Charlieu-Belmont Communauté,TECHNI-CANA,42,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25130
26_25159,"25VC0212AOO - Mission de contrôle financier et organisationnel des organismes subventionnés, des bénéficiaires de garanties d'emprunts et autres organismes et missions d'audit ponctuelles",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Toulouse,SEMAPHORES EXPERTISE | FID SUD SECTEUR PUBLIC,31,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25159
26_25167,Fournitures de denrées alimentaires pour la commune et le CCAS de Biot,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Mairie de BIOT,SYSCO FRANCE SAS | SCIC 06 A TABLE | SCIC 06 A TABLE | FELIX POTIN COTE D'AZUR | FELIX POTIN COTE D'AZUR | SYSCO FRANCE SAS | BIOCOOP RESTAURATION | SAS BERTOLI - Le Fournil d'Olivier,6,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25167
26_24860,TRAVAUX DE MISE EN SECURITE ET DE REPARATION DES BATIMENTS GERES PAR LE DEPARTEMENT D'ILLE-ET-VILAINE LOT 3 MENUISERIES EXTERIEURES,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Conseil Départemental d'Ille et Vilaine,SER AL FER | SER AL FER | SER AL FER | ALPHAMETAL | ALPHAMETAL | ACORUS-LMR | ACORUS-LMR | ACORUS-LMR,35,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24860
26_25129,MAINTENANCE DU CHAUFFAGE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CAF 77,SOCIETE SEINE ET MARNAISE DE CHAUFFE RATIONNELLE - SEMCRA,77,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25129
26_24724,Réalisation des espaces publics du pôle gare Antonypole,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,VILLE D'ANTONY,EUROVIA | PAVÉCO AMÉNAGEMENT SARL | SOLS ILE-DE-FRANCE SAS | Pinson Paysage | BOUYGUES ENERGIES ET SERVICES,75 | 78 | 91 | 92 | 93 | 94 | 95,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24724
26_24800,"Entretien et maintenance des stations de relèvement, des fontaines et des systèmes de récupération d'eau pluviale de la ville de Lille, des communes associées de Lomme et Hellemmes et des CCAS",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Lille,CLAISSE ENVIRONNEMENT | KYRIELYS BATIMENT (MAINTENANCE) | SARL HYDRA LS,59,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24800
26_24874,Entretien spécifique de la route et des dépendances routières du Conseil départemental des Vosges-.,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Conseil Départemental des Vosges,VIVALOR | SARL COLIN | ENVIRONNEMENT PLUS | COLAS FRANCE,88,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24874
26_24872,Marché de maîtrise d’œuvre pour la réhabilitation et l’extension du centre aquatique Alré’o à Auray,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Auray Quiberon Terre Atlantique,ATELIER PERINET-MARQUET ET ASSOCIES (AP-MA ARCHITECTURE) (Mandataire du groupement) | NOMADE ARCHITECTES (Cotraitant 1) | SOJA INGENIERIE (Cotraitant 2) | SIGMA ACOUTIQUE (Cotraitant 3) | CBETON (Cotraitant 4),56,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24872
26_24976,SUIPPES (51) – Quartier BRIDOUX – Construction d’une Station de Traitement des Eaux Usées (STEU) et rénovation des réseaux d’eaux usées - CCAEM,Marchés européens,TRAVAUX, | 10 | 6,Procédure Restreinte,SID NORD EST,GROUPEMENT  SOGEA EST BTP/3IA SAS/AMODIAG SAS/BARRIQUAND SAS/GOSSIAUX FRERES SAS/SAP2I/VEOLIA,51,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24976
26_24723,Prestations d’effaçage de marquages routiers avant la réalisation d’un enduit superficiel d’usure pour les services du Département de la Somme,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Département de la Somme,BRM,80,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24723
26_24968,"PRESTATIONS D’ENTRETIEN ET DE NETTOYAGE DES LOCAUX AU SEIN DE LA VILLE DE TROYES, TROYES CHAMPAGNE METROPOLE ET LA MAISON DU BOULANGER – lots 9, 16 et 20-.",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Service commande publique,A-G-NET | ISS PROPRETE,10,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24968
26_25125,cinémomètre,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ministère de l'Intérieur,ESG FRANCE,75,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25125
26_24688,Travaux de construction de la Maison de l'Agglomération,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Communauté d'agglomération Bourges Plus,SMAC | JACQUET | M.D.B | ENTREPRISE NEGRO | DA COSTA SARL | LES ETABLISSEMENTS GIFFARD | SMILE ISOL | OTIS | EIFFAGE ENERGIE SYSTEMES - CENTRE LOIRE | SPIE BUILDING SOLUTIONS | LAGOONA LYON | ENJOYOURSPACE,18,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24688
26_24952,Mission d'assistance pour évolutions et travaux en lien avec l'exploitation des voies rapides et tunnels de la Métropole de Lyon,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Métropole de Lyon DGEEP,LOMBARDI INGENIERIE,69,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24952
26_25021,Fourniture de livres imprimés non scolaires pour la médiathèque du quartier Lizé à Montigny-lès-Metz,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,VILLE DE MONTIGNY-LES-METZ,HALL DU LIVRE | HALL DU LIVRE | HALL DU LIVRE | Book in diffusion | Book in diffusion | Book in diffusion | Book in diffusion | Book in diffusion | GODINNEAU*JAKUBEC/CELINE/,57,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25021
26_24897,Définition des aléas inondation sur le bassin versant de la Mosson,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,DDTM 34,BRL Ingénierie,34,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24897
26_25015,"Prestation de déshydratation mobile des boues de la station de traitement des eaux usées de Bar-le-Duc ""La Héronnière""",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,COMMUNAUTE D'AGGLOMERATION BAR LE DUC SUD MEUSE,SEMEO,55 | 8 | 10 | 51,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25015
26_25087,LYON 2 - Travaux de désamiantage et de rénovation des trémies 1 et 2 de Perrache,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Métropole de Lyon DGEEP,DEMATHIEU BARD Construction,69,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25087
26_24873,Acquisition de papier et de divers supports de communication-.,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Conseil Départemental des Vosges,INAPA FRANCE,88,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24873
26_24771,Prestations d’expertise technico-fonctionnelle de la solution XRP Ultimate dans le cadre du projet OP@LE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,"Ministère de l'éducation nationale, de l'enseignement supérieur, de la recherche et de l'espace",ALENIUM CONSULTANTS,75,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24771
26_24858,Assistance à maîtrise d'ouvrage pour la réalisation d'études de sûreté et de sécurité publique dans les projets de construction,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Métropole de Lyon,SOCOTEC ENVIRONNEMENT,69,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24858
26_24923,Maitrise d'oeuvre relative aux travaux de création des ouvrages (principaux et annexes) nécessaires à la transformation de l'ancienne gravière de Mathay,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,CA PAYS DE MONTBELIARD AGGLOMERATION,BUREAU D ETUDES JACQUET,25,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24923
26_24757,Gestionnaire technique du dispositif régional de distribution et de services aux voyageurs de la Région Bourgogne Franche Comté - Numéro de référence : 2024-11F05-001,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Région Bourgogne-Franche-Comté,TICKS SAS,21 | 71 | 89 | 58,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24757
26_24727,"25C179 - Accord-cadre de maîtrise d'uvre infrastructure pour le réaménagement de l'Echangeur 13 sur l'A21
 
	Et

Marché subséquent n°1 : Avant-projet (AVP), reprise du Dossier d'opportunité (DO) e...",Marchés européens,SERVICES, | 10 | 6,Procédure NC,Communauté d' Agglomération de Lens Lievin,Le groupement BERIM / VERDI NORD DE FRANCE,62 | 59,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24727
26_25009,Concours restreint de maîtrise d'oeuvre pour la construction d'une salle multisports et d'une structure artificielle d'escalade à Villefranche-de-Lauragais (Opération n° 55115),Marchés européens,SERVICES, | 10 | 6,Procédure Restreinte,SPL ARAC OCCITANIE Mandataire de la Communauté de Communes des Terres du Lauragais,Philippe GUILBERT,31,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25009
26_24685,Maîtrise d'oeuvre pour la construction du Pôle d'Équipements Publics de Parilly,Marchés européens,SERVICES, | 10 | 6,Procédure Restreinte,Ville de Bron,CHABANNE ARCHITECTE,69,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24685
26_25190,"Fourniture, pose et entretien de mobiliers urbains pour les arrêts de bus sur le Territoire de l'Ouest",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Communauté d'Agglomération Territoire de la Côte Ouest (974),METALLERIE DE L'OCEAN INDIEN RM - MDOI,974,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25190
26_25200,"AO AC à bons de commande pour l'acquisition d'articles de bureau, de papeterie et de classement, de consommables informatiques, de papier de reprographie et d'impression pour la ville de Fort-de-Fr...",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Fort-de-France,Société Commerciale de Librairie de Martinique (SCLM) | Société Commerciale de Librairie de Martinique (SCLM) | Société Commerciale de Librairie de Martinique (SCLM) | Société Commerciale de Librairie de Martinique (SCLM) | Société Commerciale de Librairie de Martinique (SCLM),972,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25200
26_24705,"Impressions administratives, de communications et parlementaires",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Sénat,AXIOM GRAPHIC | HANDI PRINT | SEVEN,75,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24705
26_24659,La présente consultation concerne les prestations d'impression des documents de la commune de Viry-Chatillon.,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Commune de Viry-Chatillon,LA MAISON DES IMPRESSIONS (Mandataire) | SOCIETE IMPRESSION DU BOULONNAIS - SID,91,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24659
26_24957,Prestations d'insertion professionnelle par l'entretien des cimetières de la ville de Villeurbanne,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Villeurbanne,AIJE HOMMES ET ENVIRONNEMENT,69,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24957
26_24666,PRESTATION ENTRETIEN TERRAINS EXTÉRIEURS - AEP/EU  - MARCHÉS RÉSERVÉS,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Syndicat des Eaux du Bassin de l Ardèche,SYNERNAT,7 | 30,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24666
26_25010,FOURNITURE DE MATERIELS DIVERS POUR LA PETITE ENFANCE,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Mairie de Tarbes,LACOSTE | GRANJARD SAS | WESCO SA | WESCO SA,65,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25010
26_24695,25MC0438AOO-Mission d'assistance technique à maîtrise d'ouvrage relance Est et Sud PL,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Toulouse Métropole,SAS INGEBAT | OMNIUM TECH ETUDE CONST EQUIP MIDI PYR,31,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24695
26_24780,"Mission de maitrise d'oeuvre d'aménagement urbain, voirie et réseaux divers (VRD)",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Valras-Plage,BE2T,34,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24780
26_25157,VÉRIFICATIONS ET CONTRÔLES PÉRIODIQUES RÉGLEMENTAIRES,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,COMMUNE DE SIX-FOURS-LES-PLAGES,DEKRA INDUSTRIAL,83,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25157
26_24810,L’INRAE au Salon International de l’Agriculture 2026,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,INRAE,The Good Experience | Le bon bocal,75,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24810
26_24875,Déneigement et déverglaçage de la voirie départementale-.,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Conseil Départemental des Vosges,ATPL SARL | FINANCIERE MAUFFREY | TRANSPORTS PETIT FLORENT | ALTAN BATIMENT | COLAS FRANCE | SOCIETE VOSGIENNE DE TRAVAUX PUBLICS | CLAUDEL*FABRICE/,88,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24875
26_25085,"Travaux de réparation, réhabilitation et sécurisation des ouvrages hydrauliques",Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,LE HAVRE SEINE METROPOLE,SPIE BATIGNOLLES VALERIAN,76,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25085
26_25112,MAINTENANCE PREVENTIVE ET CURATIVE ET RENOUVELLEMENT DES INSTALLATIONS DE PROTECTION DE DETECTION INCENDIE DES BATIMENTS DE LA COMMUNE DE VIRY-CHATILLON ET DU CENTRE COMMUNAL D'ACTION SOCIALE (ccas) D,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Commune de Viry-Chatillon,ELECTRICITE JEAN PATE | SAVPRO SOCIETE D'ACHAT DE VENTE ET DE PROTECTION | TETIB | SAVPRO SOCIETE D'ACHAT DE VENTE ET DE PROTECTION | INCENDIE PROTECTION SECURITE,91,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25112
26_24709,Observatoire n°2026-06 intitulé: Observatoire du multilatéralisme en indopacifique,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,MINARM/SGA/SDPAMG,Fondation pour la recherche stratégique,75 | 78 | 77 | 91 | 92 | 93 | 94,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24709
26_24798,REQUALIFICATION DU GROUPE SCOLAIRE JEAN MACE,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Mairie de LENS,LBS DEMOLITION | MIROUX | DUBOIS COUVERTURES | LOISON | BILLIET MENUISERIE | LOISON | ICP | MGCP | TOP VAN DOOREN | LD CARRELAGE | LES PEINTURES DU NORD | LESOT | SANTERNE NORD TERTIAIRE | DE GRAEVE | LAMBLIN | BONNET PAYSAGE,62,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-24798
26_25225,Travaux de rénovation énergétique du collège George SAND à TOULON,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Var Aménagement Développement,GER83,83,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25225
26_25215,"MAINTENANCE DES ASCENSEURS, ELEVATEURS PMR ET MONTE-CHARGES",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,COMMUNE DE SIX-FOURS-LES-PLAGES,TK ELEVATOR FRANCE,83,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25215
26_25477,Etudes ponton remorqueur de Ouistreham,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,Syndicat Mixte Ports de Normandie,SCE,14,2026-03-12,https://www.boamp.fr/pages/avis/?q=idweb:26-25477
