id,objet,famille,type_marche,type_avis,procedure,acheteur,titulaire,departement,date_parution,url_avis
26_25438,2025-372_AO MAINTENANCE REGLEMENTAIRE DES ALARMES ANTI-INTRUSION DANS LES ERP COMMUNAUX,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Commune de Gagny,HUARD,93,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25438
26_25609,"Fournitures courantes de bureau pour les services de Brest métropole, des villes de Brest, Guilers, Gouesnou, Guipavas, du CCAS de la ville de Brest et de la SPL Eau du Ponant - Relance du lot n°3...",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Brest métropole,COMPAGNIE EUROPEENNE DE PAPETERIE - CEPAP LA COURONNE,29,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25609
26_25711,Prestation d'impression de documents et supports,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Ville de Cavalaire sur Mer (83),IMPRIMERIE CARACTERE,83,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25711
26_25292,FOURNITURE DE VISSERIE ET QUINCAILLERIE DIVERSES,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Grand port fluvio maritime de l'axe Seine - Direction territoriale du Havre,LEGALLAIS BOUCHARD,76,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25292
26_25403,Prestations de gestion financière et de tenue de compte du plan épargne entreprise (PEE) et du plan épargne pour la retraite collectif (PERCOL) des salariés de l’INRS,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,INSTITUT NATIONAL RECHERCHE ET SECURITE,NATIXIS INTEREPARGNE,75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25403
26_25756,PRESTATIONS D'INSPECTIONS ET VÉRIFICATIONS RÉGLEMENTAIRES DES INSTALLATIONS ET ÉQUIPEMENTS DU GHT DE LA HAUTE-LOIRE ET PRESTATIONS ASSOCIÉES,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Centre Hospitalier Emile Roux,APAVE,43,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25756
26_25770,Externalisation du tri d’une partie des déchets recyclables durant les travaux de modernisation du centre de tri d’Halluin,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Métropole européenne de Lille,PAPREC NORD NORMANDIE,59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25770
26_25439,OPÉRATIONS DE DÉMÉNAGEMENTS COURANTS DE L’ÉCOLE NATIONALE SUPÉRIEURE DES BEAUX-ARTS,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,ECOLE NATIONALE SUPERIEURE DES BEAUX-ARTS,CORVISIER | CVSD | JEP,75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25439
26_25613,Acquisition de fournitures et livres scolaires,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de La Roche-sur-Yon,SARL FRIMAUDEAU,85,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25613
26_25650,LOCATION DE MATERIEL EVENEMENTIEL ET MISE A DISPOSITION DE PERSONNEL TECHNIQUE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté de Communes Océan Marais de Monts (85),LR événement,85,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25650
26_25343,"Maintenance d'un outil de gestion, de billetterie et de contrôle d'accès pour les sites de la Communauté d'Agglomération de Béthune-Bruay, Artois Lys Romane",Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,CA DE BETHUNE BRUAY ARTOIS LYS ROMANE,SLH CONTROL,62,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25343
26_25590,"PRESTATIONS DE COLLECTE, DE TRANSPORT ET DE VALORISATION DES DECHETS MENAGERS SUR LES SITES  RTM (2 LOTS)",Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,RTM - Régie des Transports Métropolitains,Elise Méditerranée,13,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25590
26_25760,INFOGERANCE DU SYSTEME D INFORMATION ADMINISTRATIF,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,SDIS (84),SPIE ICS,84,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25760
26_25779,Fourniture de peintures et produits associés pour la Régie des Transports Métropolitains (5 lots),Marchés européens,FOURNITURES, | 10 | 6,Procédure Négociée,RTM - Régie des Transports Métropolitains,FARSY | GUIPROMAN | CAP PEINTURE,13,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25779
26_26215,Prestations de commercialisateur pour l'occupation des biens immobiliers du domaine public portuaire,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,Ports de Lille - CCIR Hauts-de-France,JONES LANG LASALLE SAS,59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-26215
26_25325,Délégation de service public réseau de chaleur dans le quartier de Kergoff,Marchés européens,TRAVAUX, | 10 | 6,Procédure NC,Commune de Caudan,Société Publique Locale Bois Energie Renouvelable,56,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25325
26_25279,Prestations d'assurance complémentaire prévoyance à destination des agents du Département de l'Ardèche,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Département de l'Ardèche,Mutuelle Nationale Territoriale (MNT),7,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25279
26_25481,"Fourniture de fruits et légumes frais de la première, quatrième et cinquième gamme",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,CROUS de Nantes,TERRE AZUR PAYS DE LOIRE,44 | 49 | 53 | 72 | 85,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25481
26_25290,"FOURNITURE ET LIVRAISON DE ROLLS A CARTON, COMPOSTEURS, LOMBRICOMPOSTEURS, COMPOSTEURS PARTAGES, COMPOSTEURS ROTATIFS et PRESTATION D'ACCOMPAGNEMENT COMPOSTAGE PARTAGE",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Tours métropole Val de Loire,QUADRIA SAS | PLANET COMPOST | SARL STV ECO | FERME DU MOUTTA,37,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25290
26_25381,PROJET DE MISE EN OEUVRE DE LA LIGNE METTIS C - COURANTS FORTS/ FAIBLES (CFO/CFA) - SECTEURS 2 ET 3,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Metz Métropole,ROIRET TRANSPORT,57,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25381
26_25506,Fourniture et transport de liants hydrocarbonés et de produits pour pontage de fissures pour les activités du SM3R - 2 lots,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Conseil Départemental du Pas-de-Calais,L.N.E | LIANTS ET BITUMES DU NORD,62,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25506
26_25589,"Fourniture et livraison de vêtements de travail, de chaussures et d'équipements de protection individuelle",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Commune de Gagny,OVIL PROTECTION MAINTENANCE | CREA'TOP | OVIL PROTECTION MAINTENANCE | RIVOLIER PERE ET FS ARMURERIE,93,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25589
26_25624,Entretien du patrimoine arboré et des espaces verts de la Ville de Sucy en Brie,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Mairie Sucy-en-Brie,HATRA | DERICHEBOURG ESPACES VERTS,94,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25624
26_25628,ACCOMPAGNEMENT A LA RENOVATION DE L’HABITAT PRIVE ANCIEN DE VALENCIENNES METROPOLE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Valenciennes Métropole,URBANIS | URBANIS | URBANIS,59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25628
26_25587,Fourniture de véhicules neufs,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,COMMUNAUTE D'AGGLOMERATION DE MONTELIMAR AGGLOMERATION,ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | ETABLISSEMENTS H JEAN SA | MASA-ETOILE DE RHONE | SAMA-Groupe CHOPARD | MASA-ETOILE DE RHONE | SAMA-Groupe CHOPARD | MASA-ETOILE DU RHONE | MASA-ETOILE DU RHONE | VVO | VVO | VVO | MASA-ETOILE DU RHONE | MASA-ETOILE DU RHONE | SAMA-Groupe CHOPARD | SAMA-Groupe CHOPARD | SAMA-Groupe CHOPARD | SAMA-Groupe CHOPARD | SAMA-Groupe CHOPARD | SAMA-Groupe CHOPARD | SAMA-Groupe CHOPARD | TRUCKS SOLUTIONS MONTELIMAR AUBENAS | TRUCKS SOLUTIONS MONTELIMAR AUBENAS | TRUCKS SOLUTIONS MONTELIMAR AUBENAS | TRUCKS SOLUTIONS MONTELIMAR AUBENAS | TRUCKS SOLUTIONS MONTELIMAR AUBENAS | TRUCKS SOLUTIONS MONTELIMAR AUBENAS,26,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25587
26_25789,Mise en œuvre et administration d'une plateforme d'assistance et réalisation de prestations d'assistance à l'utilisation des services numériques,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ministère de l'éducation nationale,SCC France,75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25789
26_25599,Prestations de nettoyage des sites de Valenciennes Métropole,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté d&#039;agglomération Valenciennes Métropole,GSF PLUTON | GSF PLUTON | GSF PLUTON | GSF PLUTON,59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25599
26_25318,Construction d’une nouvelle STEP sur Noyal-Pontivy avec transfert des effluents et transfert des eaux traitées- Déconstruction et remise en état de l’ancienne STEP de Kerfourn- Partie Construction,Marchés européens,TRAVAUX, | 10 | 6,Procédure Négociée,PONTIVY COMMUNAUTE,"SANDE 
Nantaise des Eaux - Aquadep",56,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25318
26_25673,"Restructuration de la STEP de Fontaines sur Saône et son raccordement au bassin versant de Pierre Bénite - 6 lots
Lot 1 : Ouvrages d'assainissement sur le site de la STEP",Marchés européens,TRAVAUX, | 10 | 6,Procédure Négociée,Métropole de Lyon,CAMPENON BERNARD CENTRE EST,69,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25673
26_25607,Marché global de performance (MGP) pour la requalification de la piscine de Saint Symphorien d'Ozon,Marchés européens,TRAVAUX, | 10 | 6,Procédure Négociée,Cté Cnes du Pays de l'Ozon,GCC OUVRAGES PUBLIC RHONE ALPES | SARL BVL ARCHITECTURE | LIPSTICK XANADU SARL | SYMBIEAU TECH | SA SCOP ETAMINE | CYPRIUM | ANTEA GROUP | STUDIS INGENIERIE | SARL AMPLITUDE CONSEIL | SA INGENIERIE CONSTRUCTION | SAS FONDACONSEIL | SA ENGIE SOLUTIONS,69,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25607
26_25254,"Mise à disposition de données de prévisions météorologiques, gestion d'alertes et assistance téléphonique de prévisionnistes",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Métropole Nice Cote d'Azur,METEO FRANCE,6,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25254
26_25539,"Acquisition de fournitures scolaires, pédagogiques pour activités et travaux manuels, jeux et jouets, livres scolaires et non scolaires au profit des structures de la Ville de Sucy-en-Brie",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Mairie Sucy-en-Brie,Papeteries Pichon | LIBRAIRIE LAIQUE,94,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25539
26_25557,Maîtrise d’œuvre pour la création des systèmes d’assainissement de Tourville sur Pont-Audemer et Les Préaux et les travaux de réhabilitation des réseaux d’assainissement du secteur de Pont-Audemer,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté de communes Pont-Audemer Val de Risle,VERDI NORMANDIE,27,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25557
26_25373,"Accord-cadre multi-attributaires pour les études d'aires d'alimentation des captages de la Communauté d'agglomération de Béthune-Bruay, Artois Lys Romane et diagnostic territorial multi-pression",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,"Communauté d'agglomération de Béthune-Bruay, Artois Lys Romane",GROUPEMENT STUDEIS / CPGF | AMODIAG ENVIRONNEMENT | GROUPEMENT ALLIANCE ENVIRONNEMENT / HYDRIAD EAU & ENVIRONNEMENT | SCE,62 | 59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25373
26_25470,RÉALISATION DE PRESTATIONS FONCIÈRES SUR LE TERRITOIRE DE LA COMMUNE DE SAINT-JOSEPH - ANNÉE 2026,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Commune de Saint-Joseph,CABINET VEYLAND,974,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25470
26_25379,PROJET DE MISE EN OEUVRE DE LA LIGNE METTIS C : MARCHE D'AMENAGEMENTS URBAINS ET VRD (AMU2 et AMU3),Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Metz Métropole,EIFFAGE ROUTE NORD EST | COLAS FRANCE,57,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25379
26_25676,Accueils périscolaires dans les écoles publiques de la Ville de Lyon,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Lyon,IFAC | IFAC,69,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25676
26_25790,Transports de corps avant et après mise en bière pris en charge par la régie municipale des pompes funèbres de la ville de Marseille,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Marseille,HYGECO POST MORTEM ASSISTANCE,13,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25790
26_25296,DEFIBRILATEURS MULTI-PARAMETRES,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Service Départemental d'Incendie et de Secours de la Vienne,SCHILLER FRANCE,86,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25296
26_25768,Fourniture d'enrobés à froid « hautes performances » et répondant aux enjeux environnementaux pour entretien de la voirie,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Syndicat mixte ouvert « Seine et Yvelines Voirie »,HYGIENE APPLICATION PRODUITS INDUSTRIELS ET ENTRETIEN,92,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25768
26_25706,"Enlèvement, transport, dépollution, démantèlement et destruction de bateaux hors d’usage suite au cylcone Chido à Mayotte",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Secrétariat Général Commun Département de Mayotte (SGCD976),CAZA ENVIRONNEMENT ET RECYCLAGE MAYOTTE,75 | 972 | 973 | 974 | 976,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25706
26_25363,Assistance à maîtrise d'ouvrage pour la révision et la fusion des deux PLUi (Ouest et Est) de la Communauté de communes Les Vals du Dauphiné,Marchés européens,SERVICES, | 10 | 6,Procédure Restreinte,Communauté de communes Les Vals du Dauphiné,LATITUDE,38,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25363
26_25808,"Maintenance, acquisition et prestations associées sur une suite de logiciels d'information géographique : ArcGIS",Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Métropole européenne de Lille,ESRI France,59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25808
26_25264,"Travaux de construction d'un club house, un terrain d'honneur naturel et un terrain synthétique pour la pratique du rugby - Relance du lot 7 : maçonnerie",Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Ville de Bonneville,ZANETTO SAS,74,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25264
26_25375,"Fourniture, maintenance de terminaux domestiques de téléalarme et accessoires et reprise des matériels obsolètes pour le CCAS de la commune de Bourgoin-Jallieu",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CCAS de Bourgoin-Jallieu,SOLEM LANGUEDOC ELECTRO MECANI,38,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25375
26_25281,"Fourniture de documents (livres, supports numériques, DVD, jeux et jeux vidéo) pour le réseau des médiathèques de la Communauté de communes Les Vals du Dauphiné (2026-2029)",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Communauté de communes Les Vals du Dauphiné,R D M VIDEO | Librairie Glénat | SOC FRANCE PUBLICATIONS | SOC EXPL DE LA LIBRAIRIE MOLLAT | LIBRAIRIE LUCIOLES | LIBRAIRIE LUCIOLES | LIBRAIRIE LUCIOLES | SOC EXPL DE LA LIBRAIRIE MOLLAT | NSM INVESTISSEMENTS ISLE D'ABEAU | DECLICLUDIK | LIBRAIRIE LE DIVAN,38,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25281
26_25365,"Construction d'un bâtiment d'hébergement et d'un centre de jour pour adolescents et jeunes adultes au Centre Hospitalier d'Erstein
Marchés de travaux",Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,HUS-Etablissement support du GHT 10,SCHREIBER ET CIE S A | SOPREMA ENTREPRISES | VACARAS PRO | COMPTOIR DES REVETEMENTS DE L'EST | MULTIMURS | SARL PEINTURE KAROTSCH | PRODUNET | VIVAPARC,67,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25365
26_25342,"Fourniture et livraison de vêtements de travail, de vêtements à haute visibilité, d'Equipements de Protection Individuelle (EPI) et de chaussures de sécurité et autres protections du pied",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Conseil Départemental de Seine-et-Marne,PROTECLAND | OMNIUM TECHNIQUE DE PROTECTION INDIVIDUELLE - PROTECHNIQUE | DIC | GEDIVEPRO SAS,77,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25342
26_25620,Travaux de reconstruction de l'unité TRELAT - Relance du lot 01 Désamiantage/Démolition/Gros oeuvre,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,CHU BORDEAUX,JSD ENTREPRISE,33,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25620
26_25284,"Prestations d'assurance pour les garanties en dommages aux biens, responsabilité civile, atteinte à l'environnement, risques statutaires et protection juridique pour la Communauté de communes Les Vals",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté de communes Les Vals du Dauphiné,GROUPAMA RHONE ALPES AUVERGNE | SMACL ASSURANCES | GROUPAMA RHONE ALPES AUVERGNE | WILLIS TOWERS WATSON Région RAA | AURA COURTAGE,38,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25284
26_25310,Acquisition de véhicules blindés pour les forces de sécurité intérieure,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,DEPAFI,CENTIGON,75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25310
26_25370,ASSISTANCE À MAITRISE D'OUVRAGE POUR LA DEPOLLUTION DES SOLS AVANT PROJETS URBAINS,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Orléans Métropole,ANTEA FRANCE,45,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25370
26_25371,Marché de prestations de services pour le recouvrement de créances locataires,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,PODELIHA,SAS VERGER BENARD FOUJANET COINTREAU | SCP COJUSTICIA | SCP COJUSTICIA | SCP COJUSTICIA | SCP COJUSTICIA,49 | 53 | 85 | 44,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25371
26_25548,Acquisition de fournitures scolaires,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Puteaux,CIPA,92,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25548
26_25580,Fournitures de conteneurs maritimes destinés au stockage et au transport des éléments de production de l'Opéra national de Paris,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Opéra national de Paris,DJ CONTAINERS,75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25580
26_25594,CONTRAT D'EXPLOITATION DES CHAUFFERIES COLLECTIVES DE L'OPH65,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,OPH 65,IDEX ENERGIES,65,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25594
26_25437,Marché n° 2025AO08194900 : Marché de mise en oeuvre et de suivi des clauses sociales d'insertion dans les marchés publics du Conseil départemental du Val d'Oise,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Conseil départemental du Val-d'Oise,LENGGO,95,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25437
